,Clean_Tweet,sentiment
5251,idiot,Negative
5253,really restore order bad,Negative
5255,yea mood hear see something dumb dead,Negative
5256,would way lose jinx,Negative
5259,cup final crazy,Negative
5262,sob period,Negative
5267,heartless absolutely heartless,Negative
5272,first bad lose season cant lose,Negative
5277,smirk jerk jerk smirk,Negative
5279,cutting tonight,Negative
5293,step back disgusting guy,Negative
5312,miss jeff green tho,Negative
5316,haunt,Negative
5330,funny pathetic sickening suck,Negative
5332,thumping piner half drew fire,Negative
5334,toughness score goal idiot,Negative
5335,seriously guy,Negative
5336,wasting time giving dead,Negative
5340,bad like evil,Negative
5343,go show whatever left brain dead denial left trump paying house slush fund,Negative
5348,every division weak thou mean havent done anything since,Negative
5352,school yard name calling definitely lack intelligence stupid stupid,Negative
5360,well wrong tho show,Negative
5368,smoke drink strip cuss swear sex way sky,Negative
5383,hate people ask,Negative
5385,red pair however put purple stepped water damn,Negative
5393,bitch real,Negative
5395,locked prison commit,Negative
5403,answer damn point,Negative
5411,guy mass shooting suspect written,Negative
5415,dead,Negative
5420,godson bad,Negative
5421,fake as got put foreign car got twitter beef stop come,Negative
5426,sick,Negative
5431,read weep,Negative
5434,shamefully college wine choice thankfully longer poor college total wine,Negative
5444,russia working together manipulate oil gas illegal,Negative
5452,twitter dumb department,Negative
5462,refuse enter band,Negative
5477,people randomly scroll tweet bitch overly sensitive nonsense annoying,Negative
5480,wept,Negative
5482,sad,Negative
5486,head fat today told told tell head big today reason gag thought really said randomly,Negative
5487,body sore,Negative
5489,follow book line leave review gone girl hair studio text,Negative
5495,love hear war damn,Negative
5499,percolator broke mine,Negative
5501,disgusting example human,Negative
5507,cheap worthy hit player fight shorthanded wrong high way robbery,Negative
5509,drunk,Negative
5511,said thing seriously dude something drinking missing,Negative
5513,yeah wrong,Negative
5518,progressive cowardly admit,Negative
5519,said thing seriously dude something drinking missing,Negative
5529,fought war fought gulf talking,Negative
5534,young man keep working hard,Negative
5535,ever one literally worst,Negative
5537,preferred resign apologize way fault community,Negative
5557,always lying,Negative
5559,avoid due financial situation supposedly bone however law enforcement,Negative
5568,hoe said know marriage serious,Negative
5578,alarm residential north york sentinel road lane boulevard aerial pumper pumper pumper general area,Negative
5579,stress uncontrollable,Negative
5580,tweet sad girl hour one time,Negative
5583,alarm residential north york sentinel road lane boulevard aerial pumper pumper pumper general area,Negative
5586,need get hold game awful,Negative
5587,know completely totally ignorance pathetic nonsense force feed daily,Negative
5593,bad trait change,Negative
5603,big boring as,Negative
5604,keeper bought yearly try get work much hard break habit preferred school organizer,Negative
5618,moody,Negative
5620,trying pay dub,Negative
5628,movement inspired insert oppressed group insert oppressed group,Negative
5629,never happy always everybody city team regardless money pocket,Negative
5631,sleeping schedule suck cap,Negative
5634,lately talk lady drop live hustle,Negative
5638,fight aka friend afford lose catch demand,Negative
5645,must something nation obligation stop versus provoke inhumanity think,Negative
5649,job leave man alone,Negative
5651,getting life together hard,Negative
5656,devastating,Negative
5657,eating corn dinner definition broke college student,Negative
5658,wrong,Negative
5695,eating as year childish,Negative
5697,sorry,Negative
5704,broken curse,Negative
5706,stolen heart,Negative
5707,devil working overtime,Negative
5709,slap towards end dead,Negative
5714,miss,Negative
5719,accident ave ave,Negative
5721,cheat,Negative
5728,getting dick,Negative
5731,accident right lane blocked island stopped traffic back san delay,Negative
5732,stop,Negative
5744,big bag got big mad money bitch bad,Negative
5761,lost,Negative
5762,cry,Negative
5768,storage cloudy rainy day,Negative
5772,god tua company rape sooner see tua,Negative
5774,define marriage work put seem option working failure around need reworked know,Negative
5779,broke sad bush woke entire bush family cancer wait rest die,Negative
5785,dramatic rather die,Negative
5787,thing stressful got job,Negative
5794,need stop point,Negative
5808,well guy dead wrong,Negative
5813,hate going without haircut,Negative
5820,cheat week going,Negative
5824,nighttime jog cop driving past turn back unintelligibly cop behind thought someone else keeping heart rate problem,Negative
5836,devil speaking,Negative
5850,know hate making lay going anywhere,Negative
5856,really cry hear cracking voice right,Negative
5857,gone see wait til get work stupid as bitch,Negative
5861,lost candidate,Negative
5870,nervous bout cut seen whole head since grade,Negative
5882,profanity date rape example one give another person beverage without totally honest much alcohol,Negative
5895,fall bitch look yeah stand tall,Negative
5899,damn,Negative
5925,damn fine,Negative
5927,make much damn history already much leave king alone cheer,Negative
5954,went outside seen couple damned keep getting colder,Negative
5958,feel lightweight tough guy,Negative
5965,watching cry really lot keep working,Negative
5974,use whore expect,Negative
5986,worry,Negative
5991,sure bad memory,Negative
5994,might hurt,Negative
6019,bin miss air every week,Negative
6023,fire,Negative
6024,next time saying miss maybe reply,Negative
6035,wrong hart crucifix least community since done since,Negative
6040,need stop gun range mode test match need completely new area mode alone try let focus interactive,Negative
6051,deserve man bad,Negative
6060,promise dead,Negative
6079,waiting seriously last weekend made difference,Negative
6082,unbelievable animal abuse page day got message also violate unless animal advocate suspended friend mine time dog insane,Negative
6094,behind enemy,Negative
6112,word obi hurt trouble got good reason prolific scorer whole game,Negative
6113,man trying play hurt,Negative
6119,hard charging think simpler way convey,Negative
6130,cry baby come biggest loser rental suit ever,Negative
6132,crazy could really tomorrow morning,Negative
6134,another swamp creature dissatisfied,Negative
6136,would pay per month harry potter,Negative
6139,drop,Negative
6182,could however could fail still pas,Negative
6188,cried,Negative
6191,never find shot like,Negative
6195,cold dumb as,Negative
6202,story two crime,Negative
6209,sad see,Negative
6220,long trump present idiot administration world home trouble,Negative
6223,watching extremely painful,Negative
6235,brutal holy,Negative
6237,total loser guy,Negative
6247,feeling terrible three without getting done whole winter time though,Negative
6254,hell cancer player field clubhouse,Negative
6258,shamelessly opportunistic still real,Negative
6262,tired hurt heart,Negative
6270,childish hell hoe,Negative
6278,little ugly cry,Negative
6287,hood country trap joint,Negative
6291,unsure security despise unsure,Negative
6299,need open computer difficult read phone right,Negative
6313,wrong growing,Negative
6314,collision milepost near blocking right lane,Negative
6318,found work tomorrow morning stop negative get drink,Negative
6324,broke left bad right,Negative
6338,reckless,Negative
6368,serious accident research,Negative
6370,anxiety,Negative
6372,deserve whatsoever hate military barry tried best weaken trying make fighting nation freedom die vain,Negative
6373,serious accident,Negative
6385,simple proof amendment immediately need proof unfit mentally unstable,Negative
6388,people hate everything holy real problem,Negative
6404,macron enemy people,Negative
6424,two later couch induced blackout colin resting ask many day smelling dead meat turn towards couch three day,Negative
6437,well bad morale,Negative
6441,thank next bitch,Negative
6446,miss,Negative
6450,building ill cam crowd got maybe,Negative
6463,day take nipple sad hell understand journey took get,Negative
6473,shut dirty algorithm fed mouth,Negative
6476,hat feelin way,Negative
6478,tired old,Negative
6489,got forced watch wild,Negative
6497,kill,Negative
6501,lost army,Negative
6503,stop,Negative
6515,time nancy tear wall around property home immoral border immoral via,Negative
6534,forget part corroboration would record without corroboration,Negative
6540,loser,Negative
6549,probably thing cant throw defense swiss cheese,Negative
6552,still mad lost today,Negative
6554,big bag got big mad,Negative
6565,idea going happen touch getting bad advice stupid irrelevant,Negative
6569,biggest pet peeve driving left lane slightly speed limit passing lane guilty passive aggressive behavior key word passing lane,Negative
6572,cloudy rainy day,Negative
6573,get killing trash,Negative
6581,finally stopped,Negative
6589,probably spot last night damn near done,Negative
6607,queen almost cried,Negative
6615,married trumper losing mind,Negative
6624,chaos walking trilogy ness,Negative
6632,fire,Negative
6642,didnt love black panther drag,Negative
6684,cry,Negative
6694,obsession emma chamberlain actually weird bye thanks,Negative
6707,false rape file bye,Negative
6718,tried forget,Negative
6724,bad take really bad,Negative
6728,remember bad ion back,Negative
6751,misery business song version slut shame blame guy rather girl condone house also never meant got want,Negative
6766,unwanted person block interstate ave police,Negative
6769,nothing personal attitude right sorry,Negative
6775,swear,Negative
6778,think non compliance police people get hurt dead revolutionary act traffic stop,Negative
6787,fraud one season,Negative
6800,crazy sam tonight,Negative
6808,weather channel town never good sign,Negative
6811,weather channel town never good sign,Negative
6813,got back skating sore time life,Negative
6817,might shoot crazy,Negative
6824,disastrous,Negative
6825,miss many,Negative
6827,pain guy,Negative
6830,drinking never better,Negative
6837,dead,Negative
6838,struggling end,Negative
6843,miss recess,Negative
6846,literally hit waved come fight,Negative
6849,new ultra turning people compulsive lying manipulative see far said individual push every one else water turn gay,Negative
6850,drinking rabbit foot lazy lion brewing company,Negative
6852,hell tripping,Negative
6858,trying leave house,Negative
6862,snap damn,Negative
6863,worry everything fine,Negative
6868,drinking nothing gold home sweet home,Negative
6873,crazy right,Negative
6876,stop,Negative
6878,tenth avenue north said message screwed god,Negative
6894,somewhere distance pinto cry mercilessly,Negative
6905,deserved trophy boy cheat code,Negative
6909,enough vanilla bad drinking bourbon county brand vanilla stout palace,Negative
6916,sick course right feel like death bed,Negative
6923,tough night get crowd,Negative
6933,least defense,Negative
6938,woe trump dick see,Negative
6943,right merch drop watch,Negative
6951,ugly beast,Negative
6952,memory age loneliness analysis,Negative
6955,miss,Negative
6956,marry hell,Negative
6970,wrote book russia hoax fiction based actual crime may biggest history global politics would call failure,Negative
6971,would stupid grant entrance,Negative
6982,seriously give listen,Negative
6983,every since told relationship going extra hard bitch,Negative
7012,taught pain hurt worse actual word,Negative
7027,still awake tired going,Negative
7034,fix error thumbnail watch fix fixed easy error fast,Negative
7054,stop music varsity baton rouge,Negative
7056,minute tweezer bad,Negative
7069,live without someone holding hand alone straight dummy,Negative
7070,china canada dire unless returned way gruesome murder turkey heartless nation divided one take remember,Negative
7074,better barred bar war far,Negative
7076,regret didnt bring film camera,Negative
7080,need ramp bottom street sled hill avoid creek get sick land park,Negative
7090,dual threat quarterback,Negative
7093,someone said disappoint two time,Negative
7102,alt right day calling ugly bunch horrible handle saying black,Negative
7106,sorry said cry,Negative
7118,please give man money ban two,Negative
7129,let try making dribble drive miss freshman need wake high school toto,Negative
7141,didnt please open sir,Negative
7143,find troubling newly acquired amnesia,Negative
7146,hell seen cast away need return,Negative
7147,perfect people make heartbreak cruel world color plainly must take dead let bring back life,Negative
7149,cry break room work,Negative
7150,tory stripped fired disgusting wholly inappropriate rhetoric,Negative
7168,ugly sweater long sleeve available limited school week first come first serve,Negative
7197,anyone made shore strain,Negative
7198,think drunk,Negative
7203,come son get blocked two one decent human two old younger,Negative
7205,lone warrior baller single malt cocktail,Negative
7219,president guilty continuous lying quickly catching tell truth liar,Negative
7232,get way driver listening special child abuse impact psychological development,Negative
7234,native biggest die hard fan know could help buy swag came would lift big lost everything campfire,Negative
7236,still crushing last relationship,Negative
7247,war damn,Negative
7258,disgusting,Negative
7263,never seen anyone people eyebrow like totally jealous cause effortless damn molly,Negative
7270,pathetic deplorable,Negative
7273,everything done darkness come light,Negative
7293,think way role blow real hard thinking lifting yet,Negative
7304,stupid,Negative
7308,weird flex,Negative
7309,idiot,Negative
7318,yeah worse smoking,Negative
7334,believer struggling name pimp pimping name,Negative
7343,writing research paper apa format absolute hell ever sentence got information,Negative
7354,paga claro contra ma crime,Negative
7363,coward,Negative
7369,wow another one fear induced make sense waste stain even illegitimate president far worst hope traitor,Negative
7371,still anger burned whole face salicylic acid,Negative
7376,hard remove,Negative
7378,bad lost least favorite guy tua win came across class act,Negative
7379,doubt,Negative
7380,someone lied,Negative
7385,stand lame bit like lame kill look,Negative
7395,blame denial calling street reasonable,Negative
7396,saying phone obsolete,Negative
7402,damn annoying,Negative
7403,crazy fam natural people thought something wrong jihad,Negative
7421,make sick loll,Negative
7428,thinking bout joe said everyone going thats tough army especially losing si way dinner put family,Negative
7429,guess boring,Negative
7452,want snow damn,Negative
7457,miss fam,Negative
7466,gay people luxury sympathy hatred murder fellow family forgotten,Negative
7482,ruin everything,Negative
7496,got tired fighting barry guess,Negative
7504,seriously though lot emotional pain right matter time burst,Negative
7510,ratio get hackery fraud like,Negative
7515,child main focus going time weird,Negative
7519,missing pup,Negative
7521,lame as trash as reason need bring bullying back,Negative
7523,hate sneaky,Negative
7525,get caught hot as sometimes forget girl stuff besides hot one personal rouge allure velvet matte red,Negative
7544,pressure see little bit,Negative
7547,ugly,Negative
7556,went cut tree today decorated dinner sang tree family,Negative
7559,well liar idiot totally unprofessional,Negative
7570,cannot wait freedom fam tomorrow,Negative
7577,creep villain thou,Negative
7596,problem maybe old enough drive get pussy sad pathetic horrible human,Negative
7601,killing,Negative
7611,know one person turn ballot associate dad dead set evidence end vote partisanship,Negative
7629,cloudy rainy day,Negative
7647,drunk twitter,Negative
7653,die glowing blue colored milk magnesia like last guy russia around call natural death,Negative
7658,damn really,Negative
7660,really chill everything mental illness,Negative
7669,low blood sugar,Negative
7670,accident pedestrian struck traffic,Negative
7675,poor kitty,Negative
7679,day last test accounting every day get nervous,Negative
7682,literal toxic waste,Negative
7683,found false alarm everyone,Negative
7686,absolutely suffer every minute every day,Negative
7695,social medium freezing rain inch report glaze ice elevated,Negative
7700,fire kneel anthem mean get fire,Negative
7703,guess miss,Negative
7707,block someone fill gray box fervid imagination,Negative
7709,graduated damn eight grade,Negative
7715,hell yea use broke,Negative
7717,tolerate hate,Negative
7721,wire mesh plastic waste way,Negative
7722,society laugh serious dont care fun laughing well mass immigration would people prone whatever,Negative
7728,killing,Negative
7734,normal non weird folk get come say game,Negative
7746,kill visual,Negative
7754,terrible loss,Negative
7765,freaky get,Negative
7781,yeah among worst throttle next time meet person,Negative
7789,agree theory falling depressive person get often give depressed people assume searching something,Negative
7799,controversial opinion gummy,Negative
7800,lori right people want damn wall,Negative
7805,hate jack brutal,Negative
7808,sorry remind aurora snow,Negative
7811,overthink everyth life makmyself believ thing just end disappoint stress ugh,Negative
7816,sin sin,Negative
7821,hate take serious cause look like,Negative
7851,miss,Negative
7852,room leave another room,Negative
7860,liar charge indict convict sentence hurry lonely,Negative
7864,bitch one nearly get dose,Negative
7879,life way short hate,Negative
7881,crazy think season last year future trophy position roster boomer,Negative
7885,difficult,Negative
7886,hate,Negative
7891,killing training anyone,Negative
7899,primary issue abuse also husband attempt cover covering rape waiting get revenge let decry rape provide healing,Negative
7901,long bill self keep leaving island defensively,Negative
7902,leave spending time need family,Negative
7910,baker different came trophy head previous fired,Negative
7914,guess horrible person thank know,Negative
7932,disrespect wrap,Negative
7933,dumb star fight someone,Negative
7943,evil,Negative
7945,former light heavyweight champ severe traumatic brain injury,Negative
7946,person become person decide dare fail greatly ever achieve greatly,Negative
7949,spaghetti pizza red sauce steak worst ever,Negative
7955,definitely cheating sorry,Negative
7961,think fight tonight,Negative
7963,cross listed personal random disappointing surprising,Negative
7976,blonde fighter blonde fighter yapping sure hell beating,Negative
7978,sadly millennial stereotype,Negative
7988,listen tearing take little break soggy cry ever since,Negative
7993,deplorable pathetic,Negative
8012,bad like evil,Negative
8015,need lose squad,Negative
8016,tough loss tonight back tomorrow recharge rest,Negative
8019,need lose squad,Negative
8021,need lose squad,Negative
8024,say lame probably know say place born,Negative
8032,judge disrespectful man show low rating first lady thought watching minute please invite back ignorant son gun,Negative
8040,see hell,Negative
8044,anyone else besides see irony burning massive fuel utopian climate accord,Negative
8065,bias,Negative
8067,seeing every time die,Negative
8075,pizza chicken home want ted fire,Negative
8077,hit broke rent pay,Negative
8081,hey remember back kept telling investigation nothing good time guess read get someone read,Negative
8090,bad bad as girl opportunity,Negative
8094,mike wade get pub deservedly marco foster bad dude,Negative
8103,dont try friend free install discount ovum wit period,Negative
8117,tired,Negative
8121,refusing lose love,Negative
8127,think possible could obnoxious wrong,Negative
8129,well half want say suck mediocre cry,Negative
8134,going look like leadership bitter hatred spread corroding people rise destroy evil government,Negative
8144,never never many hate trump want take regardless harm would country,Negative
8151,took weekend tired first set took new york new york,Negative
8185,lying son,Negative
8187,central bank sent financial taking preventive case partner work visa forced suspend,Negative
8195,drunk,Negative
8199,teach designed black prisoner caucus transformative educational men collaboration communication continued learning education learning,Negative
8202,tell stop spending every weekend,Negative
8209,first bite take food taste bomb little dance,Negative
8216,terminally ill absolutely,Negative
8228,mental health first selfish,Negative
8239,real life cry nephew stay night,Negative
8245,spiteful,Negative
8247,loomer could disrupt political rally guy opponent attention seeking alt right zealot whose main claim fame working equally vile project feather get life junior,Negative
8252,another new customer build sea hawk corsair rig attic gaming corsair pro,Negative
8254,extremely hard long day put one one,Negative
8277,get dad pant hurtful,Negative
8284,purposely watch night exhausted tomorrow morning work blame fact tired dod,Negative
8296,take point ugh,Negative
8304,accident right lane blocked stop traffic back garland delay,Negative
8307,getting black drunk town,Negative
8311,hate name,Negative
8325,miss disrespectful food diner,Negative
8326,hey know army beat navy suck dick navy bye,Negative
8338,told unlawful forced fed spatial wire unlawful fed spatial specialist brother prosecutor kyle,Negative
8364,worried everything bon,Negative
8369,remember cant imagine rank file feel complete incompetent idiot head elite organization corrupt agent ever loser,Negative
8374,know stubborn selfish,Negative
8379,set alarm first weekend,Negative
8387,talk another appearance jealous trash,Negative
8388,justifying appeal crazy town,Negative
8398,damn cuddle,Negative
8403,boring company via,Negative
8413,say think girl ever crush work way,Negative
8426,cynic,Negative
8428,wait leave,Negative
8439,tried get sleep back bed horrible guess sleeping back mine,Negative
8445,cry,Negative
8447,everyone family far boring unbearable,Negative
8457,weird saying best person way reckless insensitive rude,Negative
8509,man shi wrong,Negative
8511,dude bomb,Negative
8518,damn right taking nothing,Negative
8530,sorry bit late get kitchen,Negative
8535,reason think wait steal money,Negative
8536,monster dunk get sorry however inform lead left half,Negative
8547,cause fool,Negative
8548,unreleased sorry lit,Negative
8557,hate meet really cool dog lame never,Negative
8559,keeping busy trump russia really sad people actually believe crap proof get nonpartisan special prosecutor,Negative
8561,swear pull old lose,Negative
8572,tarot block might update,Negative
8574,quick leave,Negative
8587,dog patiently return home deadly camp fire,Negative
8589,dumb hell,Negative
8599,wait awful,Negative
8619,see bos telling truth getting titty ringer gotten going stop telling truth sneaky punk getting tired getting exposed,Negative
8631,final lose,Negative
8640,lie worth pledge wind winter devil place,Negative
8650,cheater always cheater could never,Negative
8661,awful loss,Negative
8663,sad part used wrong end thanks like civil war whenever pull right card,Negative
8685,bad,Negative
8692,forget name,Negative
8695,miss,Negative
8697,trump worst human ever wish worst life possible,Negative
8700,child abuse,Negative
8702,capable beating crap thus may nothing hopeless fantasy glad longer watch subscribe game,Negative
8722,boring as sat night,Negative
8731,mess,Negative
8734,actually shook look first pic second one,Negative
8736,remember afraid damn president,Negative
8743,disappoint,Negative
8749,going tired,Negative
8750,cold last year forget,Negative
8769,sick dick,Negative
8770,typical liberal behavior talk loud interrupt rude picked house everything senate president veto,Negative
8789,crazy,Negative
8790,claim play year missing shot shake somebody next game,Negative
8791,stopped laughing half hour going hell,Negative
8797,ready cry,Negative
8803,people disagree want vary people,Negative
8811,many people word cry,Negative
8820,die,Negative
8826,tough,Negative
8830,like selfish grown one bit later dude still know hold back drunk,Negative
8837,said sorry stand accordion said problem got resourceful music,Negative
8838,shaking,Negative
8842,nasty overhand right,Negative
8851,slutty whore keep evil away,Negative
8855,mental health first selfish,Negative
8863,wait see reaction shift helping disappointed college drown alcohol,Negative
8868,actually worse never smaller smaller,Negative
8872,sad part cause actual infertility especially left alone long sometimes without,Negative
8875,every damn watch charge fortune buy nothing else,Negative
8890,hazel bad axe michigan,Negative
8900,staff organized labour organized still need refuse,Negative
8902,one click away unfollowing drunk as,Negative
8904,learning snatch press squat falling set achievement unlocked,Negative
8908,aye wrong,Negative
8910,bitch childish come,Negative
8912,good standing reject craziness,Negative
8919,night run told would crushed last runner,Negative
8928,get third world country ever read rule book excuse idiot shameful supposed professional organization,Negative
8933,poor kitty,Negative
8934,take penalty overtime,Negative
8948,get brain low moron reading handed instead making firstly speak know chanting,Negative
8954,lose everybody,Negative
8960,life get hard whoop trick,Negative
8963,disagree evident everyone decision looking every reason world,Negative
8966,well lemon hire would worse problem would never hire idiot like,Negative
8968,rainy night without homemade style pizza,Negative
8978,two neon leash wrap public pretend read approach ask usually give pico shake command work stay individual interaction,Negative
8989,wanting leave soon show work,Negative
8995,got winter game fest going wolf link lost charger scary,Negative
9011,old got guy damn,Negative
9012,never want nothing sir,Negative
9014,making cut sugar real hassle trying finish gallon chocolate milk home,Negative
9018,damn really work leaving shift,Negative
9027,kill,Negative
9031,hard feel bad someone got situation,Negative
9033,synergy going forward circle back say starting game changer question ask already right news dull worst besides end day happen sum keep talking,Negative
9040,crazy much,Negative
9044,bitch tempt,Negative
9050,united bench fancy empty lonely,Negative
9055,didnt love black panther drag,Negative
9074,cry club much,Negative
9080,sorry,Negative
9090,black people really want culture confused,Negative
9093,twitter cancer literally everyone finding something racially making huge deal clout,Negative
9097,absolute worst streaming even close,Negative
9112,cutting hair since,Negative
9119,rolling hill like snowball headed hell,Negative
9125,lady made rude comment puppy realizing standing right never felt defensive entire life,Negative
9129,bitch accident though,Negative
9151,hell really trying get play,Negative
9152,tour seriously wait first show see finally happen,Negative
9168,cannot love enough,Negative
9171,twitter today swear people think harass record post think funny people god damn ignorant,Negative
9176,moody board,Negative
9177,put water supply election fraud pray need,Negative
9189,racist force people think date outside race,Negative
9190,mobile day service complete crap since,Negative
9194,stupid,Negative
9195,confused as could,Negative
9196,crazy,Negative
9199,sad get see boo today,Negative
9204,people understand driver responsible anything call get money back harass driver give cash fighting tooth nail make trash,Negative
9206,club last night never felt happy life buffalo even know,Negative
9219,caught trump treason,Negative
9225,stop watching,Negative
9232,suspicious circumstance block police,Negative
9244,traffic accident pedestrian bike martin king fire,Negative
9245,nasty seen get hat trick live,Negative
9246,tired getting people damn rut,Negative
9249,hell swear,Negative
9258,literally take broke as behavior elsewhere always know try,Negative
9266,broadcast medium freezing rain inch several power power across county especially road slick,Negative
9268,sorry seriously hour little le later husband came back home warning good night,Negative
9271,starting look little suspect,Negative
9274,entire fight gif,Negative
9277,well inferior dominate,Negative
9282,sick woman know word even mean,Negative
9292,miss laid,Negative
9297,knew would happen point dope hard work,Negative
9334,battery stay low,Negative
9348,hell game nephew tonight knock heritage,Negative
9349,hate fact allergic,Negative
9358,hard tax military,Negative
9360,become force year along reason weathering victor injury year,Negative
9364,biggest problem seeking people reflection ever came back cant everything everyone wouldnt exist also look within,Negative
9369,decided draw done dialogue bad day,Negative
9375,bad get bar vote qualified wipe,Negative
9377,tough,Negative
9381,real disgusting,Negative
9384,better stop listening dam lame as cause could careless baby step,Negative
9385,guess hint lower,Negative
9424,mistaking sitting,Negative
9431,really sport journalism idiot stupid question,Negative
9452,absolutely way say broken wake,Negative
9459,feel bad,Negative
9463,anyone doubt outcome,Negative
9465,literally nervous singing alone anything class,Negative
9466,want carry around disrespect,Negative
9480,deny way right jail wipe,Negative
9493,physic terrible tweet,Negative
9497,got much good food new fake meat never tried much excitement post later,Negative
9505,foreign intelligence political opponent new low community everyone knowledge fired,Negative
9512,act fool tonight,Negative
9519,hard watch clock time going,Negative
9525,said somebody beat si told fought put wig head brother get,Negative
9533,offensive foul san get ball back still leading left game,Negative
9544,sick trump crime family need totally murder,Negative
9550,wicked ceiling,Negative
9561,overweight,Negative
9566,driving phone wrong picture,Negative
9572,drag queen grow center,Negative
9574,literally never excited,Negative
9605,said illegal convinced per,Negative
9615,start argument,Negative
9635,seasonal depression finally,Negative
9636,fact day somehow get see island broadway leave heartbreaking see,Negative
9646,supporter would livid one sided announce team,Negative
9648,made kiss cam hockey game cut away disgusting,Negative
9651,always find airport president fired striking air traffic,Negative
9653,insecure disgust,Negative
9654,price loss,Negative
9655,unbelievable sad,Negative
9664,good way judge lose rating night would ever book liberal lunatic show disgrace,Negative
9665,cry baby come biggest loser rental suit ever,Negative
9669,ridiculous dizzy,Negative
9670,went received worried knowing time,Negative
9672,riot took tho,Negative
9674,used nothing good time always trick,Negative
9675,lonely might around someone,Negative
9689,light darkness,Negative
9696,damn link drink block,Negative
9698,say le likely suffer heart attack stroke fitness,Negative
9699,swear study want still bad,Negative
9710,buy anything cannot buy trying act like bad bitch bank account,Negative
9714,boycott jolly old fat man really way everywhere dismay,Negative
9719,damn,Negative
9723,bad line change malkin led fatal second time season,Negative
9726,ugh end,Negative
9760,bitch know hipped seeing,Negative
9762,break curse,Negative
9764,much problem winning tua blatant disrespect weekend another story,Negative
9768,risk life gon keep going,Negative
9779,bow back fight back instead action gun violence,Negative
9790,mad period,Negative
9791,disgusted big,Negative
9792,stop,Negative
9797,weird anyways recognize,Negative
9798,sick people going back old ruin every time someone something cool,Negative
9813,damn dont want saw,Negative
9822,everyone know refuse cannot come fast enough come ship maybe come back,Negative
9835,seriously bad everything made home short thorough,Negative
9837,ashamed,Negative
9842,long hard right sun shine,Negative
9843,knew coming stupid penalty,Negative
9845,hard slow bitch used living fast,Negative
9856,miss,Negative
9857,fight night,Negative
9879,know leaf keep ending dumb,Negative
9881,destroy,Negative
9890,panic get ready,Negative
9892,say sleep paralysis interrupted sleep want something calling name telling wake know fake sleeping whispering foul ear seeing foot long as black creature walk front,Negative
9894,last first half looking stop,Negative
9895,waiting sport curse kick,Negative
9903,still pay,Negative
9909,ridiculous,Negative
9921,man going crazy stadium,Negative
9922,feel like damn idiot,Negative
9929,confused,Negative
9932,know wicked instead cheesy wearing green went put green,Negative
9934,think read anything let alone book bigger moron,Negative
9977,world dangerous global,Negative
9978,football game target got trump mentally defective,Negative
9980,miss person,Negative
9983,feeling dumb discovered,Negative
9987,menace,Negative
9990,idiot pushing one especially,Negative
9992,rather broke look broke,Negative
9994,bitch please,Negative
10002,hell yeah,Negative
10015,mind already lost,Negative
10020,damn fighting kingdom key savage,Negative
10023,seriously outrage,Negative
10029,kelly make call kelly tell fired chief staff,Negative
10030,last miss,Negative
10050,bad tut tut,Negative
10053,carl game know tua hurt first drive game sack surgery left ankle play took game right ankle talking tua worst game lot injury,Negative
10067,actually trouble breathing,Negative
10068,early drunk,Negative
10073,warning caffeine cause anxiety jitter,Negative
10074,would shaking someone delivery poor guy people,Negative
10092,nothing beautiful,Negative
10104,swear couple ever,Negative
10114,serious black dude drilling curse still hard rap heat studio music microphone,Negative
10116,everyone think sad,Negative
10122,got kim foxy nothing ground breaking innovative,Negative
10128,ugh,Negative
10130,another dumb as malkin mental error,Negative
10132,literally bad think understand,Negative
10137,stop holding fake let,Negative
10157,check incredible drone footage strike prep art build art executive director,Negative
10165,damn,Negative
10188,trump change story russia cloud trump strategy lie lie lie distract distract people forget work blame someone else trump never accepted responsibility thing,Negative
10190,get drunk purpose drive,Negative
10224,note electoral intervention create disturbance misunderstanding mislead people commie took responsibility create disturbance fake anna,Negative
10226,allergic inconvenient,Negative
10250,swear,Negative
10261,might dumb bitch still drink water,Negative
10282,waitress terrible actually come full circle feeling bad,Negative
10298,hell,Negative
10304,holy let call one drop equity access,Negative
10313,insane,Negative
10330,little juice drinking juice bomb lot compound,Negative
10337,fool dis one,Negative
10345,row lost last two,Negative
10347,change complain try think,Negative
10348,instigator rule dumb,Negative
10350,hey lost,Negative
10353,shut stop rude say face able say social medium instead,Negative
10385,right without hand as charge boston,Negative
10388,check twin adversity odds,Negative
10396,damn bad dont shave wax like wearing barely,Negative
10398,never whole life felt much pain heartbreak rough man,Negative
10401,creepy old man bad joe,Negative
10404,bad as,Negative
10412,society sick,Negative
10414,jealous,Negative
10416,right propaganda ethnic cleansing coming illegal crazy,Negative
10424,threat level midnight make day sorry lost cause,Negative
10425,nervous,Negative
10428,swear everything,Negative
10438,another plot twist driver stopped working may never anywhere tonight guess,Negative
10452,two wait leave,Negative
10465,generation really literally anything offended,Negative
10474,seriousness tua light outperform,Negative
10478,awe seeing little sad cause miss ever finish,Negative
10503,web weaved first stealing somehow ended officer see federation,Negative
10515,see clout fool everybody,Negative
10533,hate tua last game look,Negative
10534,savage still ride around license,Negative
10539,dead,Negative
10544,fear mentor liking somehow handle life unless consider bad game average madden skill level quality life aim slightly higher,Negative
10566,bird plane nope win,Negative
10569,would seriously die love duff,Negative
10576,bitch,Negative
10579,maybe age patriarchical capitalist racist concept,Negative
10584,next stop,Negative
